UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,SBRD,DAM,DBRD,RGRP,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,STUDYTRT,IDAR,CLR,ALTID,INBRL,CULLPILE,YRREC
21IN02180,2020123038,S3038,12,S3038,20,2,,1,07,44,S1387,12,S1365,12,0,,,3,GRN,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2840,1,,0.04,,2021
21IN02181,2020123043,S3043,12,S3043,20,2,,1,07,43,S1271,12,S0581,12,0,,,1,,2,,113,111,2,,,,.,,,1.0,.,,,,1,,0.021,,2021
21IN02182,2020123045,S3045,12,S3045,20,2,,1,07,51,S1748,12,S1586,12,0,,,1,GRN,1,,141,150,2,,,,,,,1.0,.,,,,1,,0.056,,2021
21IN02183,2020123047,S3047,12,S3047,20,1,,1,07,47,S1583,12,S0955,12,0,,,2,GRN,Y,,166,190,,,92,0825,,,,1.0,Scurs,,,3071,1,,0.007,,2021
21IN02184,2020123048,S3048,12,S3048,20,2,,1,07,43,S1271,12,S1068,12,,,,1,GRN,2,,127,134,2,,,,,,,1.0,.,,,,1,,0.046,,2021
21IN02185,2020123049,S3049,12,S3049,20,1,,1,07,43,S1271,12,S1068,12,,,,3,GRN,Y,,171,189,,,93,0818,,,,1.0,Sale>XAbscess,,,3090,1,,0.046,,2021
21IN02186,2020123050,S3050,12,S3050,20,2,,1,43,63,S1947,00,S1404,12,,,,1,,2,,147,143,2,,,,,,,1.0,.,,,,1,,0.0,,2021
21IN02187,2020123051,S3051,12,S3051,20,2,,1,43,63,S1947,00,S1404,12,,,,3,,1,,133,110,8,,93,1018,,,,1.0,X Bag,,,15739,1,,0.0,,2021
21IN02188,2020123052,S3052,12,S3052,20,2,,1,43,59,S1940,00,S1665,12,0,,,1,GRN,2,,138,143,2,,,,,,,1.0,.,,,,1,,0.0,,2021
21IN02189,2020123054,S3054,12,S3054,20,2,,1,07,53,S1808,12,R9859,11,0,,,1,,2,,136,138,2,,,,,,,1.0,.,,,,1,,0.024,,2021
21IN02190,2020123055,S3055,12,S3055,20,2,,1,07,49,S1671,12,S0662,12,0,,,3,,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2791,1,,0.034,,2021
21IN02191,2020123056,S3056,12,S3056,20,2,,1,07,49,S1671,12,S0662,12,0,,,3,,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2779,1,,0.034,,2021
21IN02192,2020123058,S3058,12,S3058,20,1,,1,07,49,S1671,12,S1517,12,0,,,2,GRN,Y,,165,198,,,92,0825,,,,1.0,BLK EYE,,,3076,2,,0.028,,2021
21IN02193,2020123059,S3059,12,S3059,20,2,,1,43,50,S1673,12,S0760,12,0,,,6,GRN,,,,,,,48,0403,,,,1.0,.,,,,1,,0.048,,2021
21IN02194,2020123066,S3066,12,S3066,20,2,,1,07,46,S1499,00,S0195,12,0,,,3,,,,,,,,93,0203,.,,,1.0,Open Ewe Lamb,,,2859,1,,0.0,,2021
21IN02195,2020123067,S3067,12,S3067,20,2,,1,07,43,S1271,12,S1066,12,0,,,1,GRN,2,,134,149,2,,,,,,,1.0,.,,,,1,,0.045,,2021
21IN02196,2020123068,S3068,12,S3068,20,2,,1,07,43,S1271,12,S1066,12,0,,,1,GRN,2,,139,153,2,,,,,,,1.0,.,,,,1,,0.045,,2021
21IN02197,2020123069,S3069,12,S3069,20,2,,1,07,43,S1271,12,R9574,11,0,,,1,,2,,120,132,2,,,,,,,1.0,.,,,,1,,0.024,,2021
21IN02198,2020123073,S3073,12,S3073,20,2,,1,07,53,S1808,12,S0026,12,0,,,1,,1,,130,139,2,,,,.,,,1.0,SMBAG,,,,1,,0.042,,2021
21IN02199,2020123074,S3074,12,S3074,20,2,,1,07,48,S1632,12,S1677,12,0,,,3,GRN,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2867,1,,0.032,,2021
21IN02200,2020123076,S3076,12,S3076,20,2,,1,07,51,S1748,12,S0219,12,0,,,3,,,,,,,,93,0203,.,,,1.0,Open Ewe Lamb,,,2776,1,,0.057,,2021
21IN02201,2020123077,S3077,12,S3077,20,1,,1,07,51,S1748,12,S0219,12,0,,,1,,Y,,160,196,,,,,.,,,1.0,Scurs,,,,1,,0.057,,2021
21IN02202,2020123081,S3081,12,S3081,20,2,,1,07,61,S1944,00,S0414,12,0,,,1,,2,,147,142,2,,,,.,,,1.0,SMBAG,,,,1,,0.0,,2021
21IN02203,2020123083,S3083,12,S3083,20,1,,1,07,44,S1387,12,S1826,12,0,,,1,GRN,Y,,171,191,,,,,,,,1.0,Scurs,,,,1,,0.034,,2021
21IN02204,2020123084,S3084,12,S3084,20,2,,1,07,44,S1387,12,S1826,12,0,,,3,GRN,2,,131,145,7,,93,1004,,,,1.0,X Bag,,,15470,1,,0.034,,2021
21IN02205,2020123086,S3086,12,S3086,20,2,,1,43,56,S1931,00,S1733,12,0,,,1,GRN,1,,119,120,2,,,,,,,1.0,SMBAG,,,,1,,0.0,,2021
21IN02206,2020123090,S3090,12,S3090,20,2,,1,07,43,S1271,12,S1651,12,0,,,1,GRN,2,,134,139,2,,,,,,,1.0,SMBAG,,,,1,,0.058,,2021
21IN02207,2020123094,S3094,12,S3094,20,2,,1,07,48,S1632,12,S0421,12,0,,,1,,D,,157,190,1,,,,,,,1.0,.,,,,1,,0.048,,2021
21IN02208,2020123095,S3095,12,S3095,20,2,,1,07,48,S1632,12,S0421,12,0,,,1,,2,,146,143,2,,,,,,,1.0,SMBAG,,,,1,,0.048,,2021
21IN02209,2020123096,S3096,12,S3096,20,1,,1,07,53,S1808,12,S1474,12,,,,1,,Y,,155,161,,,,,,,,1.0,Scurs,,,,1,,0.047,,2021
21IN02210,2020123111,S3111,12,S3111,20,2,,1,07,56,S1931,00,S0009,12,0,,,3,,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2796,1,,0.0,,2021
21IN02211,2020123112,S3112,12,S3112,20,2,,1,07,56,S1931,00,S0009,12,0,,,2,,1,,138,133,2,,92,0916,,,,1.0,SMBAG,,,15176,1,,0.0,,2021
21IN02212,2020123115,S3115,12,S3115,20,2,,1,07,42,S1159,12,S1753,12,0,,,1,GRN,1,,127,131,2,,,,,,,1.0,SMBAG,,,,1,,0.037,,2021
21IN02213,2020123116,S3116,12,S3116,20,2,,1,07,42,S1159,12,S1753,12,0,,,3,GRN,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2822,1,,0.037,,2021
21IN02214,2020123122,S3122,12,S3122,20,2,,1,07,49,S1671,12,R9592,11,0,,,1,,1,,152,155,2,,,,,,,1.0,.,,,,1,,0.028,,2021
21IN02215,2020123123,S3123,12,S3123,20,2,,1,07,51,S1748,12,S1915,12,0,,,1,GRN,1,,163,149,2,,,,,,,1.0,.,,,,1,,0.048,,2021
21IN02216,2020123125,S3125,12,S3125,20,2,,1,07,52,S1751,12,S0564,12,0,,,3,,,,,,,,93,0203,.,,,1.0,Open Ewe Lamb,,,2807,1,,0.033,,2021
21IN02217,2020123127,S3127,12,S3127,20,2,,1,07,56,S1931,00,S0763,12,0,,,1,GRN,2,,135,135,2,,,,,,,1.0,.,,,,1,,0.0,,2021
21IN02218,2020123131,S3131,12,S3131,20,2,,1,07,42,S1159,12,S1475,12,0,,,1,,2,,163,157,2,,,,,,,1.0,SMBAG,,,,1,,0.039,,2021
21IN02219,2020123133,S3133,12,S3133,20,2,,1,07,47,S1583,12,S1166,12,0,,,3,,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2836,1,,0.005,,2021
21IN02220,2020123134,S3134,12,S3134,20,2,,1,07,47,S1583,12,S1166,12,0,,,1,,2,,147,144,2,,,,,,,1.0,.,,,,1,,0.005,,2021
21IN02221,2020123135,S3135,12,S3135,20,2,,1,07,44,S1387,12,S0521,12,,,,3,,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2783,1,,0.026,,2021
21IN02222,2020123136,S3136,12,S3136,20,1,,1,07,44,S1387,12,S0521,12,,,,1,,Y,,157,194,,,,,,,,1.0,.,,,,1,,0.026,,2021
21IN02223,2020123138,S3138,12,S3138,20,1,,1,07,53,S1808,12,S1311,12,,,,1,GRN,Y,,182,202,,,,,,,,1.0,Scurs,,,,1,,0.047,,2021
21IN02224,2020123139,S3139,12,S3139,20,1,,1,07,53,S1808,12,S1311,12,,,,3,GRN,Y,,196,211,,,93,0928,,,,1.0,PinkEyes,,,15542,1,,0.047,,2021
21IN02225,2020123140,S3140,12,S3140,20,1,,1,07,53,S1808,12,S0037,12,0,,,1,,Y,,147,193,,,,,.,,,1.0,Scurs,,,,1,,0.037,,2021
21IN02226,2020123141,S3141,12,S3141,20,2,,1,07,53,S1808,12,S0037,12,0,,,3,,2,,130,136,2,,93,1018,.,,,1.0,SMBAG,,,15682,1,,0.037,,2021
21IN02227,2020123142,S3142,12,S3142,20,2,,1,07,51,S1748,12,S0764,12,0,,,3,GRN,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2818,1,,0.047,,2021
21IN02228,2020123143,S3143,12,S3143,20,1,,1,07,51,S1748,12,S0764,12,0,,,3,GRN,Y,,165,207,,,93,0818,,,,1.0,.,,,2919,1,,0.047,,2021
21IN02229,2020123148,S3148,12,S3148,20,2,,1,07,59,S1940,00,S0863,12,0,,,1,,2,,224,128,2,,,,,,,1.0,.,,,,1,,0.0,,2021
21IN02230,2020123153,S3153,12,S3153,20,2,,1,07,42,S1159,12,R9902,11,0,,,1,,1,,120,143,2,,,,,,,1.0,.,,,,1,,0.038,,2021
21IN02231,2020123154,S3154,12,S3154,20,1,,1,07,42,S1159,12,R9902,11,0,,,3,,Y,,129,174,,,93,0818,,,,1.0,Scurs,,,2962,1,,0.038,,2021
21IN02232,2020123156,S3156,12,S3156,20,2,,1,07,62,S1945,00,S0830,12,0,,,1,GRN,D,,133,160,1,,,,,,,1.0,.,,,,1,,0.0,,2021
21IN02233,2020123157,S3157,12,S3157,20,2,,1,07,44,S1387,12,R9918,11,0,,,3,,D,,79,,,,93,0614,,,,1.0,X V Small,,,2879,1,,0.033,,2021
21IN02234,2020123158,S3158,12,S3158,20,1,,1,07,44,S1387,12,R9918,11,0,,,2,,Y,,165,200,,,92,0825,,,,1.0,Scurs,,,3072,1,,0.033,,2021
21IN02235,2020123161,S3161,12,S3161,20,2,,1,43,54,S1872,12,S1843,12,,,,1,GRN,D,,152,165,1,,,,,,,1.0,Open Ewe Lamb,,,2865,1,,0.006,,2021
21IN02236,2020123162,S3162,12,S3162,20,2,,1,07,58,S1937,00,S1608,12,0,,,1,GRN,1,,134,151,2,,,,,,,1.0,.,,,,1,,0.0,,2021
21IN02237,2020123167,S3167,12,S3167,20,2,,1,07,44,S1387,12,S0173,12,0,,,3,,,,,,,,93,0203,.,,,1.0,Open Ewe Lamb,,,2815,1,,0.038,,2021
21IN02238,2020123169,S3169,12,S3169,20,2,,1,07,45,S1406,12,S1725,12,0,,,1,GRN,D,,156,177,1,,,,,,,1.0,1ST,,,,1,,0.005,,2021
21IN02239,2020123170,S3170,12,S3170,20,1,,1,07,45,S1406,12,S1725,12,0,,,3,GRN,Y,,147,180,,,93,0818,,,,1.0,LooseScurs,,,2968,1,,0.005,,2021
21IN02240,2020123179,S3179,12,S3179,20,2,,1,07,48,S1632,12,S0047,12,,,,3,,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2792,1,,0.034,,2021
21IN02241,2020123181,S3181,12,S3181,20,2,,1,07,42,S1159,12,S1127,12,0,,,1,,D,,128,162,1,,,,,,,1.0,.,,,,1,,0.059,,2021
21IN02242,2020123182,S3182,12,S3182,20,2,,1,07,42,S1159,12,S1127,12,0,,,2,,1,,134,132,2,,92,0916,,,,1.0,.,,,15169,1,,0.059,,2021
21IN02243,2020123188,S3188,12,S3188,20,1,,1,07,53,S1808,12,S1431,12,0,,,3,,,,,,,,93,0203,,,,1.0,Crooked FLegs,,,2875,1,,0.045,,2021
21IN02244,2020123190,S3190,12,S3190,20,2,,1,07,61,S1944,00,S0892,12,0,,,1,GRN,2,,147,138,2,,,,,,,1.0,.,,,,1,,0.0,,2021
21IN02245,2020123193,S3193,12,S3193,20,2,,1,07,53,S1808,12,S0710,12,0,,,3,,2,,128,135,13,,93,0908,,,,1.0,ImmediateX,,,3114,1,,0.039,,2021
21IN02246,2020123200,S3200,12,S3200,20,2,,1,43,41,S1013,12,S0157,12,,,,2,,1,,134,146,2,,92,0916,,,,1.0,.,,,15149,1,,0.033,,2021
21IN02247,2020123215,S3215,12,S3215,20,2,,1,07,61,S1944,00,S1921,12,0,,,1,GRN,1,,161,157,2,,,,,,,1.0,SMBAG,,,,1,,0.0,,2021
21IN02248,2020123220,S3220,12,S3220,20,2,,1,07,42,S1159,12,S0053,12,0,,,1,,1,,121,134,2,,,,.,,,1.0,SMBAG,,,,1,,0.025,,2021
21IN02249,2020123225,S3225,12,S3225,20,2,,1,07,59,S1940,00,S0031,12,0,,,1,,1,,158,162,1,,,,,,,1.0,SMBAG,,,,1,,0.0,,2021
21IN02250,2020123226,S3226,12,S3226,20,1,,1,07,51,S1748,12,S1342,12,0,,,1,,Y,,191,227,,,,,,,,1.0,Scurs,,,,1,,0.035,,2021
21IN02251,2020123240,S3240,12,S3240,20,2,,1,07,59,S1940,00,S1722,12,0,,,3,GRN,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2844,1,,0.0,,2021
21IN02252,2020123244,S3244,12,S3244,20,2,,1,07,59,S1940,00,S1562,12,0,,,1,GRN,D,,120,147,1,,,,,,,1.0,.,,,,1,,0.0,,2021
21IN02253,2020123245,S3245,12,S3245,20,2,,1,07,42,S1159,12,S0141,12,0,,,1,,2,,120,127,2,,,,,,,1.0,.,,,,1,,0.032,,2021
21IN02254,2020123246,S3246,12,S3246,20,2,,1,07,42,S1159,12,S0141,12,0,,,1,,2,,117,121,2,,,,,,,1.0,SMBAG,,,,1,,0.032,,2021
21IN02255,2020457442,T7442,45,T7442,20,2,,1,02,39,T7091,45,T6694,45,7,,,1,GRN,2,,158,162,1,,,,,,,1.0,SMBAG,ADRU,,,1,,0.024,,2021
21IN02256,2020457444,T7444,45,T7444,20,2,,1,02,32,T6943,45,T6594,45,0,,,6,GRN,,,,,,,01,0119,,,,1.0,.,,,,1,,0.018,,2021
21IN02257,2020457446,T7446,45,T7446,20,1,,1,02,39,T7091,45,T6370,45,7,,,2,GRN,Y,,175,193,,,92,0825,,,,1.0,HAIRY,,,3066,1,,0.024,,2021
21IN02258,2020457448,T7448,45,T7448,20,2,,1,02,39,T7091,45,T6970,45,0,,,3,GRN,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2853,1,,0.022,,2021
21IN02259,2020457451,T7451,45,T7451,20,2,,1,02,37,T7066,45,T6483,45,,,,1,GRN,2,,149,142,2,,,,,,,1.0,SMBAG,ADRU,,,1,,0.032,,2021
21IN02260,2020457452,T7452,45,T7452,20,2,,1,02,37,T7066,45,T6483,45,,,,1,GRN,D,,156,175,1,,,,,,,1.0,.,,,,1,,0.032,,2021
21IN02261,2020457453,T7453,45,T7453,20,1,,1,02,31,T6753,45,T6997,45,0,,,3,GRN,Y,,189,216,,,93,0818,,,,1.0,1ST,,,3014,1,,0.019,,2021
21IN02262,2020457454,T7454,45,T7454,20,1,,1,02,31,T6753,45,T6997,45,0,,,2,GRN,Y,,169,201,,,92,0825,,,,1.0,2ND,,,3061,1,,0.019,,2021
21IN02263,2020457455,T7455,45,T7455,20,2,,1,02,39,T7091,45,T6631,45,7,,,1,,1,,139,140,2,,,,,,,1.0,.,ADRU,,,1,,0.024,,2021
21IN02264,2020457467,T7467,45,T7467,20,1,,1,02,38,T7077,45,T6839,45,0,,,2,GRN,Y,,174,200,,,92,0825,,,,1.0,.,,,3055,1,,0.021,,2021
21IN02265,2020457468,T7468,45,T7468,20,1,,1,02,38,T7077,45,T6839,45,0,,,2,GRN,Y,,149,183,,,92,0825,,,,1.0,Nice,,,3054,1,,0.021,,2021
21IN02266,2020457469,T7469,45,T7469,20,1,,1,02,37,T7066,45,T5650,45,0,,,2,,Y,,201,230,,,92,0825,,,,1.0,Scurs,,,3064,1,,0.025,,2021
21IN02267,2020457473,T7473,45,T7473,20,2,,1,02,36,T7022,45,T6605,45,I,,,1,GRN,D,,147,167,1,,,,,,,1.0,SMBAG,ADRU,,,1,,0.025,,2021
21IN02268,2020457474,T7474,45,T7474,20,1,,1,02,36,T7022,45,T6605,45,I,,,1,GRN,Y,,182,201,,,,,,,,1.0,Nice,,,,1,,0.025,,2021
21IN02269,2020457479,T7479,45,T7479,20,2,,1,02,39,T7091,45,T6632,45,7,,,1,,2,,142,139,2,,,,,,,1.0,.,ADRU,,,1,,0.024,,2021
21IN02270,2020457480,T7480,45,T7480,20,2,,1,02,39,T7091,45,T6632,45,7,,,3,,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2842,1,,0.024,,2021
21IN02271,2020457485,T7485,45,T7485,20,2,,1,02,31,T6753,45,T5684,45,,,,3,,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2798,1,,0.021,,2021
21IN02272,2020457487,T7487,45,T7487,20,1,,1,02,40,T7105,45,T6738,45,7,,,3,,Y,,176,206,,,93,0818,,,,1.0,Scurs,,,2990,1,,0.028,,2021
21IN02273,2020457492,T7492,45,T7492,20,2,,1,02,32,T6943,45,T6704,45,7,,,3,GRN,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2825,1,,0.019,,2021
21IN02274,2020457498,T7498,45,T7498,20,2,,1,02,34,T6983,45,T6387,45,7,,,1,GRN,2,,164,147,2,,,,,,,1.0,.,ADRU,,,1,,0.017,,2021
21IN02275,2020457501,T7501,45,T7501,20,2,,1,02,34,T6983,45,T6896,45,7,,,7,,2,,147,,,,97,0906,,,,1.0,SMBAG,,,,1,,0.018,,2021
21IN02276,2020457502,T7502,45,T7502,20,1,,1,02,35,T6996,45,T5357,45,0,,,3,,Y,,182,186,,,93,0818,.,,,1.0,.,,,3003,1,,0.036,,2021
21IN02277,2020457503,T7503,45,T7503,20,1,,1,02,35,T6996,45,T5357,45,0,,,1,,Y,,172,188,,,,,.,,,1.0,.,,,,1,,0.036,,2021
21IN02278,2020457505,T7505,45,T7505,20,2,,1,02,34,T6983,45,T5556,45,0,,,1,,2,,145,149,2,,,,,,,1.0,SMBAG,,,,1,,0.036,,2021
21IN02279,2020457507,T7507,45,T7507,20,1,,1,02,37,T7066,45,T6356,45,0,,,1,GRN,Y,,176,207,,,,,,,,1.0,2ND,,,,1,,0.02,,2021
21IN02280,2020457509,T7509,45,T7509,20,1,,1,02,36,T7022,45,T6567,45,0,,,3,GRN,Y,,183,232,,,93,0818,,,,1.0,.,,,2953,1,,0.015,,2021
21IN02281,2020457512,T7512,45,T7512,20,2,,1,02,32,T6943,45,T7046,45,0,,,1,GRN,H,,138,151,2,,,,,,,1.0,SMBAG,,,,1,,0.018,,2021
21IN02282,2020457517,T7517,45,T7517,20,2,,1,02,33,T6977,45,T6818,45,0,,,1,GRN,D,,142,167,1,,,,,,,1.0,HAIRY,,,,1,,0.016,,2021
21IN02283,2020457520,T7520,45,T7520,20,2,,1,02,33,T6977,45,T7021,45,7,,,1,GRN,D,,134,174,1,,,,,,,1.0,.,,,,1,,0.033,,2021
21IN02284,2020457523,T7523,45,T7523,20,1,,1,02,34,T6983,45,T6994,45,7,,,3,GRN,Y,,190,184,,,93,0818,,,,1.0,.,,,3002,1,,0.029,,2021
21IN02285,2020457524,T7524,45,T7524,20,2,,1,02,35,T6996,45,T6315,45,7,,,1,GRN,D,,138,169,1,,,,,,,1.0,.,,,,1,,0.018,,2021
21IN02286,2020457526,T7526,45,T7526,20,2,,1,02,36,T7022,45,T6651,45,0,,,1,,1,,217,194,2,,,,,,,1.0,SMBAG,,,,1,,0.023,,2021
21IN02287,2020457528,T7528,45,T7528,20,2,,1,02,32,T6943,45,T6924,45,7,,,1,GRN,1,,158,146,2,,,,,,,1.0,SMBAG,,,,1,,0.018,,2021
21IN02288,2020457529,T7529,45,T7529,20,2,,1,02,31,T6753,45,T7128,45,0,,,1,GRN,D,,128,151,1,,,,,,,1.0,.,,,,1,,0.009,,2021
21IN02289,2020457535,T7535,45,T7535,20,2,,1,02,38,T7077,45,T6623,45,7,,,6,GRN,2,,150,150,2,,66,0908,,,,1.0,Severely Lame,,,,1,,0.02,,2021
21IN02290,2020457541,T7541,45,T7541,20,2,,1,02,40,T7105,45,T6482,45,7,,,1,GRN,D,,151,173,1,,,,,,,1.0,.,,,,1,,0.023,,2021
21IN02291,2020457542,T7542,45,T7542,20,1,,1,02,40,T7105,45,T6482,45,7,,,2,GRN,Y,,169,191,,,92,0825,,,,1.0,.,,,3058,1,,0.023,,2021
21IN02292,2020457543,T7543,45,T7543,20,1,,1,02,40,T7105,45,T6397,45,0,,,1,GRN,Y,,180,209,,,,,,,,1.0,Nice,,,,1,,0.016,,2021
21IN02293,2020457545,T7545,45,T7545,20,2,,1,02,31,T6753,45,T5749,45,0,,,1,,1,,150,143,2,,,,.,,,1.0,.,,,,1,,0.021,,2021
21IN02294,2020457547,T7547,45,T7547,20,2,,1,02,36,T7022,45,T7017,45,7,,,1,GRN,D,,168,193,1,,,,,,,1.0,.,,,,1,,0.016,,2021
21IN02295,2020457550,T7550,45,T7550,20,2,,1,02,38,T7077,45,T6723,45,0,,,3,GRN,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2824,2,,0.022,,2021
21IN02296,2020457554,T7554,45,T7554,20,1,,1,02,31,T6753,45,T6467,45,0,,,3,GRN,Y,,161,176,,,93,0818,,,,1.0,.,,,3013,1,,0.028,,2021
21IN02297,2020457556,T7556,45,T7556,20,2,,1,02,40,T7105,45,T6805,45,0,,,1,,2,,125,164,2,,,,,,,1.0,.,,,,1,,0.024,,2021
21IN02298,2020457558,T7558,45,T7558,20,2,,1,02,40,T7105,45,T5763,45,0,,,1,,2,,147,144,2,,,,.,,,1.0,SMBAG,,,,1,,0.021,,2021
21IN02299,2020457560,T7560,45,T7560,20,2,,1,02,39,T7091,45,T6969,45,0,,,1,GRN,2,,147,150,2,,,,,,,1.0,SMBAG,,,,1,,0.022,,2021
21IN02300,2020457561,T7561,45,T7561,20,2,,1,02,40,T7105,45,T7080,45,7,,,1,GRN,2,,140,151,2,,,,,,,1.0,1ST,,,,1,,0.014,,2021
21IN02301,2020457563,T7563,45,T7563,20,2,,1,02,32,T6943,45,T6020,45,0,,,1,,2,,164,153,2,,,,.,,,1.0,SMBAG,,,,1,,0.033,,2021
21IN02302,2020457564,T7564,45,T7564,20,2,,1,02,32,T6943,45,T6020,45,0,,,1,,D,,135,173,1,,,,.,,,1.0,SMBAG,,,,1,,0.033,,2021
21IN02303,2020457567,T7567,45,T7567,20,2,,1,02,35,T6996,45,T6509,45,,,,3,,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2856,1,,0.019,,2021
21IN02304,2020457569,T7569,45,T7569,20,2,,1,02,34,T6983,45,T5586,45,,,,1,,2,,164,149,2,,,,,,,1.0,SMBAG,,,,1,,0.036,,2021
21IN02305,2020457572,T7572,45,T7572,20,2,,1,02,34,T6983,45,T6649,45,0,,,1,GRN,2,,158,153,2,,,,,,,1.0,SMBAG,,,,1,,0.018,,2021
21IN02306,2020457579,T7579,45,T7579,20,2,,1,02,40,T7105,45,T6927,45,0,,,1,GRN,2,,162,156,2,,,,,,,1.0,SMBAG,,,,1,,0.018,,2021
21IN02307,2020457583,T7583,45,T7583,20,1,,1,02,35,T6996,45,T5638,45,0,,,1,,Y,,179,201,,,,,,,,1.0,.,,,,1,,0.033,,2021
21IN02308,2020457584,T7584,45,T7584,20,2,,1,02,35,T6996,45,T6209,45,0,,,1,,H,,144,145,2,,,,,,,1.0,SMBAG,,,,1,,0.038,,2021
21IN02309,2020457585,T7585,45,T7585,20,2,,1,02,35,T6996,45,T6209,45,0,,,3,,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2838,1,,0.038,,2021
21IN02310,2020457590,T7590,45,T7590,20,1,,1,02,38,T7077,45,T6321,45,0,,,2,GRN,Y,,153,179,,,92,0825,,,,1.0,.,,,3062,1,,0.02,,2021
21IN02311,2020457592,T7592,45,T7592,20,2,,1,02,38,T7077,45,T6328,45,0,,,1,GRN,2,,151,144,2,,,,,,,1.0,SMBAG,,,,1,,0.02,,2021
21IN02312,2020457593,T7593,45,T7593,20,2,,1,02,37,T7066,45,T6993,45,0,,,1,GRN,2,,158,155,2,,,,,,,1.0,.,,,,1,,0.012,,2021
21IN02313,2020457594,T7594,45,T7594,20,2,,1,02,36,T7022,45,T5929,45,0,,,1,,2,,142,134,2,,,,,,,1.0,SMBAG,,,,1,,0.028,,2021
21IN02314,2020457597,T7597,45,T7597,20,1,,1,02,32,T6943,45,T5343,45,,,,2,,Y,,182,195,,,92,0825,,,,1.0,.,,,3057,1,,0.034,,2021
21IN02315,2020457603,T7603,45,T7603,20,2,,1,02,38,T7077,45,T6524,45,0,,,1,GRN,2,,149,146,2,,,,,,,1.0,2ND,,,,1,,0.022,,2021
21IN02316,2020457605,T7605,45,T7605,20,1,,1,02,34,T6983,45,T5182,45,,,,1,,Y,,164,182,,,,,,,,1.0,.,,,,1,,0.033,,2021
21IN02317,2020457606,T7606,45,T7606,20,2,,1,02,34,T6983,45,T5182,45,,,,3,,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2820,1,,0.033,,2021
21IN02318,2020457608,T7608,45,T7608,20,2,,1,02,34,T6983,45,T6811,45,,,,1,,2,,138,136,2,,,,,,,1.0,2ND,,,,1,,0.018,,2021
21IN02319,2020457611,T7611,45,T7611,20,1,,1,02,31,T6753,45,T6208,45,,,,2,,Y,,141,168,,,92,0825,,,,1.0,.,,,3060,1,,0.019,,2021
21IN02320,2020457612,T7612,45,T7612,20,2,,1,02,31,T6753,45,T6208,45,,,,1,,2,,133,132,2,,,,,,,1.0,SMBAG,,,,1,,0.019,,2021
21IN02321,2020457615,T7615,45,T7615,20,2,,1,02,33,T6977,45,T6537,45,0,,,1,GRN,2,,116,123,2,,,,,,,1.0,.,,,,1,,0.02,,2021
21IN02322,2020457616,T7616,45,T7616,20,2,,1,02,38,T7077,45,T5044,45,,,,1,,2,,169,158,2,,,,,,,1.0,1ST,,,,1,,0.04,,2021
21IN02323,2020457617,T7617,45,T7617,20,1,,1,02,38,T7077,45,T5044,45,,,,2,,Y,,155,179,,,92,0825,,,,1.0,2ND,,,3059,1,,0.04,,2021
21IN02324,2020457618,T7618,45,T7618,20,1,,1,02,35,T6996,45,T6952,45,0,,,1,GRN,Y,,153,198,,,,,,,,1.0,Nice-ish,,,,1,,0.007,,2021
21IN02325,2020457620,T7620,45,T7620,20,1,,1,02,38,T7077,45,T7120,45,0,,,1,GRN,Y,,186,209,,,,,,,,1.0,Scurs,,,,1,,0.012,,2021
21IN02326,2020457621,T7621,45,T7621,20,2,,1,02,35,T6996,45,T6825,45,0,,,3,,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2805,1,,0.02,,2021
21IN02327,2020457622,T7622,45,T7622,20,2,,1,02,36,T7022,45,T6529,45,0,,,1,GRN,2,,138,136,2,,,,,,,1.0,SMBAG,,,,1,,0.023,,2021
21IN02328,2020457624,T7624,45,T7624,20,2,,1,02,36,T7022,45,T6510,45,,,,1,GRN,1,,152,160,2,,,,,,,1.0,SMBAG,,,,1,,0.012,,2021
